Question	Question Category	Continent	Urban / Rural	Education	D_INTERVIEW
Q2	Social Values, Norms, Stereotypes	South America	Rural	Lower Secondary	32070930
Q2	Social Values, Norms, Stereotypes	South America	Rural	Lower Secondary	604071105
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Upper to Post Secondary	716070476
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Upper to Post Secondary	404070859
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Upper to Post Secondary	434071155
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Upper to Post Secondary	434070596
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Upper to Post Secondary	716070233
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Primary or No Education	818071061
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Primary or No Education	788070242
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Primary or No Education	818070221
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Primary or No Education	788071083
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Primary or No Education	504070463
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Tertiary	434071120
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Tertiary	504070379
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Tertiary	434070438
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Tertiary	434070862
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Tertiary	504070250
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Lower Secondary	404070723
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Lower Secondary	404071226
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Lower Secondary	404070775
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Lower Secondary	716070126
Q2	Social Values, Norms, Stereotypes	Africa	Urban	Lower Secondary	404071230
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Upper to Post Secondary	716070374
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Upper to Post Secondary	231071012
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Upper to Post Secondary	504070006
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Upper to Post Secondary	566070119
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Upper to Post Secondary	504070331
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Primary or No Education	788071187
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Primary or No Education	404070991
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Primary or No Education	231070595
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Primary or No Education	231070195
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Primary or No Education	818070575
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Tertiary	434070101
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Tertiary	818070806
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Tertiary	231071104
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Tertiary	716070844
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Tertiary	434070079
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Lower Secondary	716070755
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Lower Secondary	231071060
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Lower Secondary	566070429
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Lower Secondary	716070503
Q2	Social Values, Norms, Stereotypes	Africa	Rural	Lower Secondary	818071085
Q2	Social Values, Norms, Stereotypes	North America	Urban	Upper to Post Secondary	630070410
Q2	Social Values, Norms, Stereotypes	North America	Urban	Upper to Post Secondary	124071461
Q2	Social Values, Norms, Stereotypes	North America	Urban	Upper to Post Secondary	840072401
Q2	Social Values, Norms, Stereotypes	North America	Urban	Upper to Post Secondary	840071392
Q2	Social Values, Norms, Stereotypes	North America	Urban	Upper to Post Secondary	840071929
Q2	Social Values, Norms, Stereotypes	North America	Urban	Primary or No Education	558070137
Q2	Social Values, Norms, Stereotypes	North America	Urban	Primary or No Education	484070309
Q2	Social Values, Norms, Stereotypes	North America	Urban	Primary or No Education	484070715
Q2	Social Values, Norms, Stereotypes	North America	Urban	Primary or No Education	484070446
Q2	Social Values, Norms, Stereotypes	North America	Urban	Primary or No Education	484070427
Q2	Social Values, Norms, Stereotypes	North America	Urban	Tertiary	320070697
Q2	Social Values, Norms, Stereotypes	North America	Urban	Tertiary	124073119
Q2	Social Values, Norms, Stereotypes	North America	Urban	Tertiary	124073563
Q2	Social Values, Norms, Stereotypes	North America	Urban	Tertiary	124071434
Q2	Social Values, Norms, Stereotypes	North America	Urban	Tertiary	484071204
Q2	Social Values, Norms, Stereotypes	North America	Urban	Lower Secondary	558070128
Q2	Social Values, Norms, Stereotypes	North America	Urban	Lower Secondary	630071171
Q2	Social Values, Norms, Stereotypes	North America	Urban	Lower Secondary	840071155
Q2	Social Values, Norms, Stereotypes	North America	Urban	Lower Secondary	558070389
Q2	Social Values, Norms, Stereotypes	North America	Urban	Lower Secondary	484070457
Q2	Social Values, Norms, Stereotypes	North America	Rural	Upper to Post Secondary	484070552
Q2	Social Values, Norms, Stereotypes	North America	Rural	Upper to Post Secondary	124071921
Q2	Social Values, Norms, Stereotypes	North America	Rural	Upper to Post Secondary	558070996
Q2	Social Values, Norms, Stereotypes	North America	Rural	Upper to Post Secondary	484070400
Q2	Social Values, Norms, Stereotypes	North America	Rural	Upper to Post Secondary	484070506
Q2	Social Values, Norms, Stereotypes	North America	Rural	Primary or No Education	558070467
Q2	Social Values, Norms, Stereotypes	North America	Rural	Primary or No Education	558071124
Q2	Social Values, Norms, Stereotypes	North America	Rural	Primary or No Education	558070946
Q2	Social Values, Norms, Stereotypes	North America	Rural	Primary or No Education	484070504
Q2	Social Values, Norms, Stereotypes	North America	Rural	Primary or No Education	320070442
Q2	Social Values, Norms, Stereotypes	North America	Rural	Tertiary	558070889
Q2	Social Values, Norms, Stereotypes	North America	Rural	Tertiary	320070322
Q2	Social Values, Norms, Stereotypes	North America	Rural	Tertiary	558071051
Q2	Social Values, Norms, Stereotypes	North America	Rural	Tertiary	124072809
Q2	Social Values, Norms, Stereotypes	North America	Rural	Tertiary	320071174
Q2	Social Values, Norms, Stereotypes	North America	Rural	Lower Secondary	558071035
Q2	Social Values, Norms, Stereotypes	North America	Rural	Lower Secondary	124073609
Q2	Social Values, Norms, Stereotypes	North America	Rural	Lower Secondary	558070457
Q2	Social Values, Norms, Stereotypes	North America	Rural	Lower Secondary	124074397
Q2	Social Values, Norms, Stereotypes	North America	Rural	Lower Secondary	124073640
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Upper to Post Secondary	36071381
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Upper to Post Secondary	554070452
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Upper to Post Secondary	554070746
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Upper to Post Secondary	554070620
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Upper to Post Secondary	554070691
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Primary or No Education	554070133
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Primary or No Education	36071455
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Primary or No Education	554070861
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Primary or No Education	36070409
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Primary or No Education	36070923
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Tertiary	36070266
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Tertiary	36070714
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Tertiary	554070647
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Tertiary	554070237
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Tertiary	36070902
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Lower Secondary	554070913
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Lower Secondary	554070399
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Lower Secondary	554070992
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Lower Secondary	554070334
Q2	Social Values, Norms, Stereotypes	Oceania	Urban	Lower Secondary	36070894
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Upper to Post Secondary	36070300
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Upper to Post Secondary	36071069
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Upper to Post Secondary	36070073
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Upper to Post Secondary	36070240
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Upper to Post Secondary	554070060
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Tertiary	554070036
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Tertiary	36070522
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Tertiary	36071156
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Tertiary	36070870
Q2	Social Values, Norms, Stereotypes	Oceania	Rural	Tertiary	36071797
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Upper to Post Secondary	410070959
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Upper to Post Secondary	364072161
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Upper to Post Secondary	446070563
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Upper to Post Secondary	422070939
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Upper to Post Secondary	446070852
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Primary or No Education	792071858
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Primary or No Education	702071743
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Primary or No Education	702072002
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Primary or No Education	586070525
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Primary or No Education	344070537
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Tertiary	422070669
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Tertiary	608070774
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Tertiary	792071094
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Tertiary	446070178
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Tertiary	344072042
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Lower Secondary	462070771
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Lower Secondary	156070507
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Lower Secondary	586070273
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Lower Secondary	410070175
Q3	Social Values, Norms, Stereotypes	Asia	Urban	Lower Secondary	410070920
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Upper to Post Secondary	104071173
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Upper to Post Secondary	762070522
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Upper to Post Secondary	400071105
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Upper to Post Secondary	156071493
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Upper to Post Secondary	762070199
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Primary or No Education	764070900
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Primary or No Education	360071159
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Primary or No Education	50070101
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Primary or No Education	104070046
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Primary or No Education	50070406
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Tertiary	392070086
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Tertiary	417070789
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Tertiary	392070180
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Tertiary	156072630
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Tertiary	764070488
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Lower Secondary	792071934
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Lower Secondary	608070584
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Lower Secondary	360072382
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Lower Secondary	764070700
Q3	Social Values, Norms, Stereotypes	Asia	Rural	Lower Secondary	156072885
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Upper to Post Secondary	642071099
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Upper to Post Secondary	804070575
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Upper to Post Secondary	826070365
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Upper to Post Secondary	51071166
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Upper to Post Secondary	804071200
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Primary or No Education	643070637
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Primary or No Education	276071396
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Primary or No Education	804070458
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Primary or No Education	300070738
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Primary or No Education	643070851
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Tertiary	20070124
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Tertiary	300070148
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Tertiary	300071084
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Tertiary	528071466
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Tertiary	688071163
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Lower Secondary	528071222
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Lower Secondary	51070202
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Lower Secondary	528070067
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Lower Secondary	276071259
Q3	Social Values, Norms, Stereotypes	Europe	Urban	Lower Secondary	703070185
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Upper to Post Secondary	804071120
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Upper to Post Secondary	688070245
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Upper to Post Secondary	642070506
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Upper to Post Secondary	688070166
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Upper to Post Secondary	528071504
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Primary or No Education	642070752
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Primary or No Education	196070079
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Primary or No Education	300070423
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Primary or No Education	196070298
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Primary or No Education	643070626
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Tertiary	300071169
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Tertiary	826072313
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Tertiary	528071819
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Tertiary	826071632
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Tertiary	196070849
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Lower Secondary	826070421
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Lower Secondary	826071095
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Lower Secondary	826071676
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Lower Secondary	51071198
Q3	Social Values, Norms, Stereotypes	Europe	Rural	Lower Secondary	826070052
Q3	Social Values, Norms, Stereotypes	South America	Urban	Upper to Post Secondary	68071549
Q3	Social Values, Norms, Stereotypes	South America	Urban	Upper to Post Secondary	152070128
Q3	Social Values, Norms, Stereotypes	South America	Urban	Upper to Post Secondary	170079118
Q3	Social Values, Norms, Stereotypes	South America	Urban	Upper to Post Secondary	68071202
Q3	Social Values, Norms, Stereotypes	South America	Urban	Upper to Post Secondary	152070551
Q3	Social Values, Norms, Stereotypes	South America	Urban	Primary or No Education	32070535
Q3	Social Values, Norms, Stereotypes	South America	Urban	Primary or No Education	604070358
Q3	Social Values, Norms, Stereotypes	South America	Urban	Primary or No Education	68070635
Q3	Social Values, Norms, Stereotypes	South America	Urban	Primary or No Education	76070871
Q3	Social Values, Norms, Stereotypes	South America	Urban	Primary or No Education	68071042
Q3	Social Values, Norms, Stereotypes	South America	Urban	Tertiary	604070169
Q3	Social Values, Norms, Stereotypes	South America	Urban	Tertiary	170078226
Q3	Social Values, Norms, Stereotypes	South America	Urban	Tertiary	604071214
Q3	Social Values, Norms, Stereotypes	South America	Urban	Tertiary	76070615
Q3	Social Values, Norms, Stereotypes	South America	Urban	Tertiary	68070525
Q3	Social Values, Norms, Stereotypes	South America	Urban	Lower Secondary	32070066
Q3	Social Values, Norms, Stereotypes	South America	Urban	Lower Secondary	68070102
Q3	Social Values, Norms, Stereotypes	South America	Urban	Lower Secondary	76070379
Q3	Social Values, Norms, Stereotypes	South America	Urban	Lower Secondary	76070059
Q3	Social Values, Norms, Stereotypes	South America	Urban	Lower Secondary	152070570
Q3	Social Values, Norms, Stereotypes	South America	Rural	Upper to Post Secondary	218070048
Q3	Social Values, Norms, Stereotypes	South America	Rural	Upper to Post Secondary	862070168
